STATO        | ROOM            | FILE                           | TARGET ID
NEW          | sala_bevilacqua | trigger_camino_2.jpg           | sala_bevilacqua_camino_camino_2
NEW          | sala_bevilacqua | trigger_camino_qr.jpg          | sala_bevilacqua_camino_camino_qr
NEW          | sala_bevilacqua | trigger_camino_museo_1.jpeg    | sala_bevilacqua_camino_camino_museo_1
NEW          | sala_pranzo     | trigger_sala_qr.jpg            | sala_pranzo_camera_sala_qr
NEW          | sala_pranzo     | trigger_caminouno_1.jpg        | sala_pranzo_camino_uno_caminouno_1
NEW          | sala_pranzo     | trigger_caminouno.jpg          | sala_pranzo_camino_uno_caminouno
NEW          | sala_pranzo     | trigger_caminouno_qr.jpg       | sala_pranzo_camino_uno_caminouno_qr
NEW          | sala_pranzo     | trigger_caminodue.jpg          | sala_pranzo_camino_due_caminodue
NEW          | sala_pranzo     | trigger_caminodue_qr.jpg       | sala_pranzo_camino_due_caminodue_qr
NEW          | sala_pranzo     | trigger_porta_qr.jpg           | sala_pranzo_porta_porta_qr
NEW          | sala_stufa_valtellinese | trigger_pianoforte.jpg         | sala_stufa_valtellinese_dettaglio_pianoforte_uno_pianoforte
NEW          | sala_stufa_valtellinese | trigger_pianoforte_museo.jpeg  | sala_stufa_valtellinese_dettaglio_pianoforte_uno_pianoforte_museo
NEW          | sala_stufa_valtellinese | trigger_pianoforte_qr.jpg      | sala_stufa_valtellinese_dettaglio_pianoforte_uno_pianoforte_qr
NEW          | sala_stufa_valtellinese | trigger_pianoforte_museo_1.jpeg | sala_stufa_valtellinese_dettaglio_pianoforte_uno_pianoforte_museo_1
NEW          | sala_stufa_valtellinese | trigger_stanza_museo_1.jpeg    | sala_stufa_valtellinese_stanza_stanza_museo_1
NEW          | sala_stufa_valtellinese | trigger_stanza_museo.jpeg      | sala_stufa_valtellinese_stanza_stanza_museo
NEW          | sala_stufa_valtellinese | trigger_orologio_museo_1.jpeg  | sala_stufa_valtellinese_orologio_orologio_museo_1
NEW          | sala_stufa_valtellinese | trigger_orologio_1.jpg         | sala_stufa_valtellinese_orologio_orologio_1
NEW          | sala_stufa_valtellinese | trigger_orologio_museo.jpeg    | sala_stufa_valtellinese_orologio_orologio_museo
NEW          | sala_stufa_valtellinese | trigger_orologio_qr.jpg        | sala_stufa_valtellinese_orologio_orologio_qr
NEW          | sala_stufa_valtellinese | trigger_pianoforte.jpg         | sala_stufa_valtellinese_dettaglio_pianoforte_due_pianoforte
NEW          | sala_stufa_valtellinese | trigger_pianoforte_museo.jpeg  | sala_stufa_valtellinese_dettaglio_pianoforte_due_pianoforte_museo
NEW          | sala_stufa_valtellinese | trigger_pianoforte_due.jpg     | sala_stufa_valtellinese_dettaglio_pianoforte_due_pianoforte_due
NEW          | salone_onore    | trigger_tappezzeria_qr.jpg     | salone_onore_tappezzeria_tappezzeria_qr
NEW          | salone_onore    | trigger_salone_qr.jpg          | salone_onore_salone_salone_qr
NEW          | salone_onore    | trigger_lampada_2.jpg          | salone_onore_lampada_lampada_2
NEW          | salone_onore    | trigger_lampada_3.jpg          | salone_onore_lampada_lampada_3
NEW          | salone_onore    | trigger_lampada_1.jpg          | salone_onore_lampada_lampada_1
NEW          | salone_onore    | trigger_lampada_qr.jpg         | salone_onore_lampada_lampada_qr
NEW          | salone_onore    | trigger_lasena_qr.jpg          | salone_onore_lasena_lasena_qr
NEW          | salone_onore    | trigger_camino_qr.jpg          | salone_onore_camino_camino_qr
NEW          | scalone_ingresso | trigger_scalone.jpg            | scalone_ingresso_scalone
NEW          | scalone_ingresso | trigger_scalone_museo.jpeg     | scalone_ingresso_scalone_museo
NEW          | scalone_ingresso | trigger_scalone_museo_1.jpeg   | scalone_ingresso_scalone_museo_1
NEW          | scalone_ingresso | trigger_scalone_qr.jpg         | scalone_ingresso_scalone_qr
NEW          | scalone_ingresso | trigger_scalone_1.jpg          | scalone_ingresso_scalone_1
NEW          | scalone_ingresso | trigger_scalone_2.jpg          | scalone_ingresso_scalone_2
NEW          | scalone_ingresso | trigger_scalone_3.jpg          | scalone_ingresso_scalone_3
NEW          | scalone_ingresso | trigger_scalone_museo_2.jpeg   | scalone_ingresso_scalone_museo_2
NEW          | studio          | trigger_studio_qr.jpg          | studio_studio_qr
READY        | biblioteca      | trigger_stanza.jpg             | biblioteca_stanza
READY        | biblioteca      | trigger_capitello_busto.jpg    | biblioteca_capitello_busto
READY        | biblioteca      | trigger_capitello_teschio.jpg  | biblioteca_capitello_teschio
READY        | camera_fausto   | trigger_stanza.jpg             | camera_fausto_stanza
READY        | camera_rossa    | trigger_credenza.jpg           | camera_rossa_credenza
READY        | camera_rossa    | trigger_credenza.jpg           | camera_rossa_credenza
READY        | camera_rossa    | trigger_camera.jpg             | camera_rossa_camera
READY        | galleria_cupola | trigger_stanza.jpg             | galleria_cupola_stanza
READY        | galleria_cupola | trigger_portiera.jpg           | galleria_cupola_portiera
READY        | labirinto       | trigger_labirinto.jpg          | labirinto
READY        | sala_affresco   | trigger_serliana.jpg           | sala_affresco_serliana
READY        | sala_affresco   | trigger_sala.jpg               | sala_affresco_sala
READY        | sala_bevilacqua | trigger_scarpa.jpg             | sala_bevilacqua_scarpa
READY        | sala_bevilacqua | trigger_camino.jpg             | sala_bevilacqua_camino
READY        | sala_stufa_valtellinese | trigger_stanza.jpg             | sala_stufa_valtellinese_stanza
READY        | sala_stufa_valtellinese | trigger_orologio.jpg           | sala_stufa_valtellinese_orologio
READY        | salone_onore    | trigger_lampada.jpg            | salone_onore_lampada
READY        | salone_onore    | trigger_lasena.jpg             | salone_onore_lasena
READY        | studio          | trigger_studio.jpg             | studio
TRANSFORMED_ONLY | camera_verde    | trigger_camino.jpg             | camino
